A24a	A24a'	A24b	A24b'	A25	A29a	A29b	A29c	A30	A32	APir	Au1	AuD	AuV	cc/ec	CEnt	cg	Cl	CxA	DCl	DEn	df	dhc	DIEnt	DLEnt	DLO	DS	DTT	Ect	fmi	Fr3	FrA	IEn	Ins	LO	lo	LPtA	M1	M2	MEnt	MO	MPtA	PaS	Pir	PLCo	PMCo	Post	PRh	PrS	PtPR	RAPir	S1	S1BF	S1DZ	S1FL	S1HL	S1J	S1Sh	S1Tr	S1ULp	S2	STr	TeA	V1	V1B	V1M	V2L	V2ML	V2MM	VCl	VEn	VIEnt	VO	VTT
24.234077	26.917065	27.913952	24.167767	16.21462	15.977238	1.501265	22.856955	12.995103	9.164997	5.354608	22.099669	23.249022	23.294758	22.707731	0.0	23.45299	16.049587	2.5009274	18.967102	13.97168	20.15667	6.760199	5.1249685	7.59414	0.0	21.176619	5.3720665	13.054103	19.62393	16.060354	0.0	11.143997	13.152359	3.9124217	6.0340905	27.130234	21.817518	18.546503	0.0	0.6597097	26.12164	0.0	7.527483	1.9562277	1.8222457	1.4414226	10.540589	0.0	27.595161	1.7764006	22.0911	27.898865	25.182665	26.978165	25.849487	24.0391	23.535765	25.90002	26.152971	22.34883	0.0	11.697888	5.6472588	7.932314	9.132382	8.670569	14.078665	6.6974134	16.285242	9.090732	1.57364	0.828445	1.581183
24.197853	27.034147	27.925867	24.076242	15.993833	15.82211	1.4759926	22.848656	13.012353	9.178375	5.3334537	22.137442	23.072641	23.313015	22.665564	0.0	23.569582	16.218164	2.1891873	18.702906	13.979262	20.349644	6.670899	5.1441936	7.558239	0.0	20.94748	5.3788257	13.1715975	19.530306	16.282576	0.0	11.047248	13.094219	3.9570966	6.0177865	26.81988	21.875248	18.514164	0.0	0.65858126	26.069513	0.0	7.523962	1.8998204	1.9082824	1.436146	10.439403	0.0	27.183071	1.8160594	22.17094	27.906757	25.315002	26.946175	25.74892	24.043526	23.285923	25.907743	26.17558	22.37592	0.0	11.605599	5.5896096	7.9274545	9.085775	8.674801	14.096288	6.6353765	15.966358	9.257034	1.5767406	0.82136023	1.7396944
24.241558	27.090403	27.99356	23.817722	16.213808	15.736299	1.4695028	22.570261	13.040728	9.18699	5.481103	22.265427	23.25372	23.392862	22.651386	0.0	23.346966	16.134296	2.0572906	18.375208	13.8885765	20.26264	6.663971	5.08918	7.516142	0.0	20.950901	5.482712	13.101443	19.554365	16.222963	0.0	10.872012	13.085813	3.93428	5.913539	27.13974	21.770052	18.569485	0.0	0.6658835	26.001259	0.0	7.493817	1.8463155	1.7438484	1.4221431	10.443334	0.0	27.58043	1.8909484	22.073338	27.923338	25.068047	26.814981	25.680735	23.811882	23.159357	26.137564	26.162025	22.307617	0.0	11.647243	5.607662	8.011664	8.976551	8.69546	13.976312	6.5552807	16.040894	9.203116	1.5745335	0.81983817	1.8493536
24.294558	27.200981	27.973085	24.16448	15.991996	15.837864	1.4913448	22.769033	12.963759	9.114054	5.2050757	22.128029	23.283049	23.389965	22.692648	0.0	23.344398	16.283726	2.2418945	18.764442	13.969869	20.331528	6.76705	5.1710963	7.575538	0.0	21.015554	5.3696523	13.071312	19.550756	16.180763	0.0	11.094328	13.10748	3.9264219	5.9063787	26.770538	21.785448	18.628164	0.0	0.6587757	26.128933	0.0	7.4551206	1.9629056	1.7516972	1.4172231	10.44871	0.0	27.502314	1.753281	22.077528	28.07239	25.536167	26.907202	25.726164	24.270573	23.436888	25.845001	26.300333	22.386524	0.0	11.730574	5.666588	8.051048	9.109482	8.737246	14.001057	6.6760507	16.458977	9.007092	1.5331136	0.82925045	1.8444291
24.28377	27.089151	27.899677	24.284931	16.081745	15.936909	1.4576136	22.787333	13.039042	9.216973	5.3835487	22.243914	23.132883	23.266794	22.78835	0.0	23.427902	16.514967	2.1760206	18.831747	14.076409	20.134531	6.709271	5.249378	7.6107936	0.0	20.954021	5.4111133	13.078501	19.69956	16.271137	0.0	11.108798	13.219819	3.9828866	5.9833007	27.243845	21.841984	18.624697	0.0	0.66292936	26.307804	0.0	7.5842133	1.9579637	1.8252571	1.4193217	10.544523	0.0	27.461731	1.8721324	22.272764	28.104399	25.26425	27.049118	25.642063	24.151686	23.303648	25.99229	26.420221	22.492315	0.0	11.677265	5.5903797	7.892754	9.001035	8.630531	13.98194	6.6796274	16.544098	9.251511	1.6044563	0.83773416	1.7751211
24.157177	27.124567	27.736292	24.199463	16.132893	16.024088	1.4924196	22.78791	12.9515705	9.180356	5.3371134	22.237402	22.998707	23.352068	22.813015	0.0	23.360666	16.350998	2.220248	18.768831	13.8990135	20.305975	6.7032027	5.152808	7.551067	0.0	21.019085	5.3755274	13.189687	19.689524	16.172619	0.0	10.999045	13.172891	3.982914	5.987029	27.120663	21.886362	18.609053	0.0	0.6597389	26.481596	0.0	7.5485454	1.9621887	1.9697024	1.4210854	10.486989	0.0	27.54473	1.7763175	22.19753	28.108923	25.302513	27.161201	25.853636	24.201595	23.326868	26.191122	26.394344	22.506346	0.0	11.766917	5.646211	7.958341	9.046646	8.665579	14.074548	6.7370715	16.219753	9.14445	1.6347694	0.83344847	1.7191063
24.23248	27.172535	27.88864	24.295528	16.08485	15.89399	1.5247388	22.894407	12.992867	9.23496	5.2819233	22.249605	23.15888	23.186647	22.790468	0.0	23.44918	16.201275	2.4404652	18.716648	13.930996	19.843048	6.6255493	5.1397777	7.470984	0.0	20.985773	5.4287305	13.258134	19.648062	16.127499	0.0	10.798676	13.09379	3.9016309	5.919016	27.24186	21.923872	18.624886	0.0	0.655355	25.765524	0.0	7.5331674	2.0273528	1.8685815	1.405808	10.474864	0.0	27.469927	1.7568057	22.185905	28.055967	25.406027	26.998083	25.787035	24.306555	23.364342	25.963608	26.400957	22.419756	0.0	11.667861	5.6320667	7.910519	9.086637	8.735531	13.993699	6.6409993	16.145512	9.330237	1.6135802	0.8275128	1.775936
24.293858	27.098639	27.95424	24.187746	16.300898	15.722631	1.509185	22.919985	13.029509	9.217618	5.271723	22.323853	23.283163	23.21015	22.672615	0.0	23.397682	16.309086	2.3547215	18.668295	13.92469	19.847286	6.6465673	5.167556	7.5033736	0.0	21.15426	5.474022	13.125817	19.699858	16.295677	0.0	10.919346	13.112736	3.9530263	5.997288	26.8163	21.854767	18.602201	0.0	0.6588271	26.376326	0.0	7.53133	1.9596759	1.796495	1.395113	10.404435	0.0	27.424467	1.884524	22.207106	28.064676	25.43704	27.120373	25.812527	24.225237	23.476698	25.986813	26.300192	22.382282	0.0	11.745485	5.593674	7.8755736	9.041625	8.742575	13.792992	6.716092	16.26228	9.096002	1.5198646	0.82194704	1.637851
24.09933	27.24321	27.866745	24.047373	16.16356	15.872621	1.5060068	23.112875	13.03699	9.2228775	5.344167	22.20284	23.258944	23.29443	22.769497	0.0	23.477978	16.163929	2.2806933	18.87017	13.855475	20.101091	6.7095566	5.158384	7.5515943	0.0	21.085543	5.469409	13.188619	19.642944	16.153873	0.0	10.920301	13.155945	3.9409082	5.9907746	27.037863	21.894249	18.563929	0.0	0.6530562	26.091478	0.0	7.5981116	2.0237987	1.7025715	1.3919239	10.579312	0.0	27.347492	1.7972517	22.187555	28.085747	25.346886	27.162642	25.863419	24.137775	23.266363	25.944984	26.25026	22.475567	0.0	11.799785	5.6412654	7.940563	9.0883465	8.652286	13.961574	6.7990127	16.270004	9.037356	1.554205	0.8244018	1.6973588
24.188553	27.158716	27.823507	23.876348	16.351091	16.04488	1.4904773	22.906961	13.034122	9.209861	5.4457226	22.344748	23.201729	23.440685	22.787828	0.0	23.484966	16.14383	2.127554	19.037914	14.043692	19.842848	6.665692	5.0845575	7.5313926	0.0	20.882881	5.3911	13.154168	19.64428	16.16312	0.0	10.962755	13.106545	3.926787	5.914067	27.29472	21.88413	18.54137	0.0	0.6613635	26.184174	0.0	7.583325	1.932838	1.8500787	1.4135865	10.498297	0.0	27.510242	1.7661145	22.073856	27.99648	25.327589	27.14258	25.713884	23.909348	23.303244	26.019718	26.240257	22.520864	0.0	11.769997	5.6655483	7.905555	9.030865	8.620929	14.18011	6.7454715	16.306581	9.023635	1.5830445	0.8313369	1.8585831
24.186613	26.877478	27.635397	24.060017	16.619322	15.94398	1.4875753	22.68415	12.939181	9.149147	5.1696315	22.10977	23.096281	23.257805	22.769726	0.0	23.471601	16.145401	2.311685	18.863836	14.115382	20.062086	6.6388316	5.056871	7.453014	0.0	21.012213	5.4571075	12.964703	19.641754	16.240217	0.0	11.32629	13.203808	3.923466	5.8968253	27.047195	21.878546	18.467434	0.0	0.67490554	26.171926	0.0	7.5323	1.9489706	1.910673	1.4226909	10.433854	0.0	27.56278	1.9953696	22.091673	28.06642	25.340475	27.100903	25.794216	24.101034	23.393526	25.96456	26.300486	22.449291	0.0	11.640907	5.649761	7.9078135	9.078734	8.626063	14.022398	6.5988474	16.328867	8.887824	1.5276108	0.8343377	1.6284041
23.920927	26.779234	27.788013	24.24368	16.135647	15.94614	1.4949132	22.694807	12.977013	9.183044	5.3047023	22.093243	23.174393	23.241539	22.734127	0.0	23.472149	16.195099	2.2437136	18.771832	14.023375	20.01688	6.626995	5.12218	7.542049	0.0	21.005482	5.4248147	13.224075	19.543358	16.245363	0.0	10.828993	13.166784	3.9555137	6.0132437	27.151972	21.864977	18.544003	0.0	0.656826	26.253168	0.0	7.520149	1.8395739	1.7557245	1.3910327	10.434711	0.0	27.397966	1.7904869	22.148216	28.04512	25.358944	27.098564	25.710558	24.117558	23.443441	25.914255	26.2042	22.472233	0.0	11.750654	5.6218095	7.9619884	9.068738	8.620449	13.844504	6.593037	16.198008	8.873099	1.5405889	0.83434993	1.7363783
24.042034	27.0114	27.850563	24.147943	16.348911	15.994384	1.5067829	22.747356	12.961436	9.1431675	5.3028708	22.167873	23.142658	23.32009	22.727777	0.0	23.29677	16.214325	2.2240188	18.580294	14.027728	19.75168	6.6572385	5.1512303	7.474332	0.0	21.081285	5.528751	13.127245	19.652794	16.35832	0.0	11.178195	13.150882	3.9581532	5.7525287	26.940462	21.959885	18.517456	0.0	0.6570156	26.097548	0.0	7.5083165	1.9652187	1.79586	1.4085834	10.384683	0.0	27.444601	1.68546	22.31156	28.116734	25.326357	27.141815	25.721731	24.125309	23.21835	25.851484	26.334078	22.40074	0.0	11.721783	5.6689963	8.02879	9.1342535	8.69497	14.032925	6.5964904	16.419052	9.301756	1.5558649	0.83517224	1.7104565
24.112608	26.854774	27.663008	23.992872	16.172523	15.870818	1.4881387	22.772255	12.906998	9.086834	5.13815	22.212145	23.329895	23.634178	22.789156	0.0	23.359884	16.329876	2.2720249	18.829699	14.027985	19.606752	6.6701484	5.214814	7.518187	0.0	20.998436	5.4623656	13.127511	19.784122	16.267149	0.0	10.892916	13.1591835	3.9442337	5.920419	27.07416	21.883455	18.513525	0.0	0.65848124	26.22922	0.0	7.5077605	1.9145558	1.8770242	1.4099866	10.447643	0.0	27.630447	1.7940261	22.291613	28.148928	25.633408	27.151667	25.72853	24.347029	23.418043	25.949047	26.353924	22.544222	0.0	11.69239	5.6729136	8.0764265	9.115466	8.690705	14.04202	6.6599174	16.193993	8.945054	1.6233063	0.84226143	1.7260193
24.300165	26.990421	28.07368	24.231209	16.342527	15.947639	1.5024724	22.823278	13.063517	9.219887	5.2349977	22.159212	23.347368	23.417336	22.82973	0.0	23.543896	16.387432	2.3094916	18.98008	14.0945015	20.563934	6.706142	5.089906	7.5717134	0.0	21.026237	5.5123343	13.14357	19.75036	16.339767	0.0	10.937267	13.240272	3.9451735	6.0574265	27.239597	21.890657	18.682775	0.0	0.6648273	26.310848	0.0	7.556663	2.1292098	1.8628345	1.4014912	10.421129	0.0	27.213526	1.8582314	22.325209	28.15697	25.51611	27.124514	25.768566	24.336115	23.636864	26.122974	26.286512	22.523394	0.0	11.76772	5.581638	8.047735	8.981987	8.632721	13.9213085	6.7035584	16.232853	8.822856	1.5664111	0.83758235	1.7164465
24.333967	27.190695	28.197084	24.393307	16.228895	16.183693	1.5042198	22.95804	13.006028	9.268912	5.1714	22.197218	23.193647	23.476595	22.826077	0.0	23.45895	16.324419	2.3483524	18.995369	14.060361	20.3663	6.6941934	5.1778584	7.519447	0.0	21.218752	5.447696	13.142027	19.691517	16.35576	0.0	11.037461	13.1251745	3.9648347	6.12568	26.95911	21.894833	18.649206	0.0	0.6630582	26.345663	0.0	7.588226	1.937433	1.7743218	1.4422745	10.512324	0.0	27.40007	1.838619	22.185038	28.09026	25.50165	27.152758	25.77914	24.20002	23.54209	26.116783	26.342148	22.550804	0.0	11.880909	5.623643	7.9401526	9.03718	8.659832	14.0822525	6.7385263	16.04792	9.179454	1.5481074	0.8350993	1.6535525
24.436453	27.17927	28.101696	24.37651	16.218912	16.08235	1.5035493	22.973774	13.091039	9.37625	5.151532	22.213396	23.359394	23.351759	22.762627	0.0	23.444004	16.291534	2.3449693	18.712433	14.0007305	19.880707	6.665711	5.152814	7.5889506	0.0	21.136902	5.535721	13.136257	19.566156	16.16844	0.0	10.897466	13.188456	3.9236016	6.1135216	27.069223	21.915356	18.62882	0.0	0.6622675	26.18729	0.0	7.558515	1.9535469	1.8188655	1.4605725	10.52534	0.0	27.463549	1.8506953	22.04782	28.08606	25.391893	27.107338	25.666412	23.927628	23.30286	26.050581	26.24516	22.569817	0.0	11.895859	5.6350765	8.027425	9.136633	8.67136	13.994895	6.648247	16.097967	8.964468	1.567549	0.83425283	1.5860225
24.32539	27.08635	27.995424	24.15613	16.29252	16.11707	1.4954747	22.910372	13.078575	9.262011	5.3183446	22.208233	23.058443	23.402414	22.801004	0.0	23.382927	16.401575	2.3172493	18.563576	14.126793	20.125578	6.6485844	5.1566453	7.546715	0.0	20.8238	5.4015093	13.13518	19.70584	16.172995	0.0	11.030579	13.1601305	3.9577358	6.0167747	27.107706	21.773474	18.603067	0.0	0.66747737	26.132805	0.0	7.5194354	2.004861	1.7318239	1.3972756	10.452301	0.0	27.504383	1.8029262	22.121677	28.022633	25.328789	27.053091	25.552917	23.89204	23.669897	26.074238	26.282976	22.418879	0.0	11.720018	5.582135	7.937191	9.1139345	8.614269	14.062052	6.649486	16.256197	9.108806	1.5823197	0.84026295	1.6787467
24.399805	27.25196	27.851797	24.168842	16.49406	15.97626	1.4932412	23.04465	12.928395	9.267624	5.4525375	22.167986	23.258682	23.345531	22.814503	0.0	23.43362	16.268856	2.4355097	18.749207	14.063794	20.82156	6.703108	5.1339617	7.5380225	0.0	21.075418	5.4576683	13.221795	19.585915	16.23306	0.0	10.946079	13.076066	3.9140606	6.092085	27.162853	21.749071	18.519104	0.0	0.66776234	26.273996	0.0	7.5378895	2.0082457	1.8868909	1.4025098	10.492493	0.0	27.365854	1.9911563	22.16026	28.058544	25.625042	27.152649	25.757168	24.173883	23.832008	26.161766	26.277061	22.42667	0.0	11.788492	5.5665574	7.9559665	8.973978	8.679791	14.006365	6.7106624	16.292595	9.101159	1.5723897	0.8249998	1.8697249
24.435125	27.049118	28.060911	24.028465	16.311472	15.835557	1.510875	22.743645	12.989004	9.286604	5.4227085	22.16939	23.17368	23.069267	22.80457	0.0	23.542322	16.109283	2.351688	18.806273	14.019009	19.42688	6.6415133	5.142834	7.5053005	0.0	21.054905	5.4871063	13.171273	19.628391	16.214483	0.0	10.822426	13.062368	3.9292207	6.0768447	27.017881	21.76422	18.52021	0.0	0.6575895	26.138432	0.0	7.520423	1.9413224	1.8030052	1.3968657	10.551124	0.0	27.847416	1.7639527	22.156548	28.016554	25.554422	26.997538	25.69332	24.204714	23.453466	26.08151	26.29057	22.384848	0.0	11.6795	5.6145916	8.069669	8.910782	8.691245	13.858866	6.7090826	16.145859	8.791849	1.5765729	0.83040655	1.9315882
24.392546	27.353247	27.976635	24.300985	16.214054	15.877636	1.5018559	22.918467	13.075509	9.246973	5.408951	22.31306	23.380823	23.541111	22.84191	0.0	23.50908	16.222458	2.2835073	18.809399	14.093807	20.078259	6.729406	5.173851	7.537573	0.0	20.996195	5.432775	13.186136	19.735096	16.172428	0.0	11.137314	13.151044	3.9744914	6.079459	27.019516	21.77537	18.5291	0.0	0.66681194	26.369143	0.0	7.5447125	2.0407891	1.887085	1.4026402	10.576591	0.0	27.505371	1.8942213	22.233831	28.038763	25.439	27.13752	25.715595	24.352022	23.608496	26.155117	26.27145	22.466286	0.0	11.700102	5.5958996	8.013683	9.037488	8.680714	13.926362	6.7649603	16.354958	9.021672	1.6071179	0.837922	1.8417758
24.284685	27.260567	27.9107	24.037514	16.12397	16.092201	1.493122	23.056503	13.085053	9.238711	5.280836	22.291538	23.249517	23.300259	22.756723	0.0	23.488308	16.17477	2.3051066	18.73801	13.988564	20.62939	6.763442	5.1599584	7.5757194	0.0	21.001215	5.4176655	13.201382	19.595999	16.2108	0.0	11.043294	13.224872	3.925784	6.004722	26.749577	21.821592	18.617737	0.0	0.658561	26.481308	0.0	7.5222526	2.0046756	1.8846624	1.3876966	10.393666	0.0	27.281975	1.7084908	22.055502	27.962444	25.478655	27.287481	25.676136	24.050087	23.853537	25.858374	26.251331	22.449642	0.0	11.644077	5.6445084	8.01608	9.137726	8.682509	13.945644	6.654434	16.309427	8.783457	1.5517703	0.82784885	1.7048908
24.43249	27.080128	27.91346	24.16633	16.284754	16.016108	1.4871738	22.783611	13.101963	9.229872	5.29416	22.337706	23.216408	23.328909	22.830637	0.0	23.58364	16.223942	2.2084544	18.869162	13.924714	20.377892	6.7592716	5.175578	7.509696	0.0	21.026268	5.403184	13.188836	19.540606	16.26431	0.0	10.77545	13.209489	3.9214318	6.0805974	26.759481	21.829433	18.59216	0.0	0.6595902	26.256807	0.0	7.519853	2.059747	1.8256205	1.4209888	10.444846	0.0	27.41398	1.8621308	22.18158	28.127972	25.451601	27.259157	25.851416	24.102545	23.596891	25.939043	26.26951	22.46343	0.0	11.883442	5.6183	7.9402046	9.079201	8.674303	13.833254	6.6691976	16.438707	8.786147	1.543277	0.83001554	1.6531148
24.433628	27.09448	28.154451	24.19943	16.154488	15.740934	1.4986737	22.71662	13.125351	9.299888	5.3802943	22.164892	23.024567	23.48771	22.81347	0.0	23.452196	16.103815	2.2664962	18.681976	14.139722	19.755976	6.6506968	5.157918	7.548793	0.0	20.949146	5.5015283	13.178545	19.579563	16.2613	0.0	10.905359	13.144245	3.894063	6.0570793	26.874401	21.877502	18.624464	0.0	0.6661768	26.07359	0.0	7.566741	1.9962667	1.7966834	1.4089376	10.469728	0.0	27.73135	1.8498596	22.18623	28.015938	25.529589	27.047255	25.763397	24.220621	23.653091	26.087778	26.261	22.509	0.0	11.818187	5.622536	7.9643354	9.01917	8.61569	13.758517	6.565591	16.25578	9.07277	1.5506961	0.8255713	1.6288129
24.415531	27.034575	28.18998	24.169662	16.08368	15.955307	1.510486	22.64981	13.003169	9.303961	5.2819033	22.215015	23.167572	23.396715	22.76112	0.0	23.475779	16.12405	2.1779501	18.759182	14.132068	20.047077	6.665505	5.211372	7.475402	0.0	20.992203	5.4755855	13.135302	19.712076	16.272356	0.0	11.028672	13.105116	3.9183145	6.0055823	27.03731	21.921024	18.560427	0.0	0.66694236	26.071146	0.0	7.5586863	1.9517137	1.6985403	1.406377	10.533634	0.0	27.639006	1.8252764	22.20612	28.038542	25.36273	26.949856	25.771894	24.050873	23.57343	25.998285	26.334562	22.437674	0.0	11.7974415	5.6683364	7.9397397	9.085829	8.632167	14.041001	6.6775885	16.26002	9.086688	1.5804552	0.82971716	1.8018715
24.281126	27.219616	27.836843	24.227428	16.48511	15.852105	1.4838711	22.810703	12.9950075	9.211933	5.2669616	22.221367	23.231054	23.255026	22.786762	0.0	23.481382	16.319946	2.3056667	18.93925	14.009936	20.077229	6.6895876	5.17182	7.5358443	0.0	20.860167	5.55731	13.177207	19.713036	16.27127	0.0	10.912895	13.200394	3.9527175	5.9377713	26.806568	21.79149	18.527102	0.0	0.6625072	26.030823	0.0	7.4905386	2.023045	1.8636345	1.4066765	10.440873	0.0	27.539705	1.9880875	22.217764	27.888134	25.29367	26.990917	25.746313	24.143412	23.456861	26.066196	26.224833	22.437187	0.0	11.797293	5.625419	7.948581	8.956406	8.649576	13.693393	6.520083	16.471622	8.767394	1.5939214	0.8358393	1.8025302
24.192102	27.381016	27.775625	24.347588	16.187414	15.906948	1.4814337	22.789505	12.914818	9.197759	5.429888	22.0883	23.17953	23.24478	22.810658	0.0	23.355478	16.240944	2.3089437	18.99802	13.939016	19.944668	6.673788	5.156711	7.524594	0.0	21.130352	5.3554378	13.107294	19.617704	16.23381	0.0	11.002933	13.225653	3.8989253	5.986147	27.198479	21.764679	18.477743	0.0	0.65101475	26.089876	0.0	7.5681596	1.9484997	1.89014	1.4149212	10.540422	0.0	27.380346	1.8663787	22.159452	28.033945	25.285791	27.160797	25.822807	24.0863	23.610495	25.96524	26.258995	22.466898	0.0	11.743496	5.6051626	7.9904323	9.032506	8.621552	13.826595	6.6691866	16.497824	8.951302	1.5891719	0.83350635	1.7181131
24.346233	26.80114	27.81265	23.955545	16.137808	15.911856	1.5160874	22.92265	12.950894	9.234999	5.3371425	22.001076	23.199228	23.08923	22.739077	0.0	23.520657	16.283272	2.2289476	18.826736	14.066668	20.053934	6.6259923	5.1491494	7.6190977	0.0	20.928944	5.4616723	13.094385	19.62801	16.197308	0.0	10.869813	13.143907	3.9238646	6.2301035	26.917513	21.818727	18.438824	0.0	0.65801024	26.195778	0.0	7.610007	1.9899539	1.8770087	1.4242815	10.430539	0.0	27.393953	1.8914169	22.117523	27.985376	25.354158	27.06596	25.807573	24.048445	23.775257	25.972734	26.277159	22.429892	0.0	11.6167555	5.5968404	7.9656067	8.994243	8.611554	13.876772	6.6384096	16.391455	9.051902	1.5789174	0.8269956	1.82837
24.157925	27.153282	27.857973	24.061071	16.367014	15.809061	1.492891	22.560482	12.900238	9.182599	5.3638496	22.064371	23.113432	23.257275	22.713718	0.0	23.23047	16.302143	2.3468533	18.805374	13.90126	19.889194	6.648577	5.1547165	7.555654	0.0	21.08464	5.4128532	13.085382	19.608334	16.163921	0.0	10.980443	13.16828	3.9368665	6.048346	27.063904	21.810545	18.597198	0.0	0.66420346	25.992607	0.0	7.5373507	1.9598655	1.8414956	1.4221381	10.523287	0.0	27.585955	1.8598396	22.110453	27.92768	25.331549	26.875023	25.671753	24.161613	23.33628	25.933872	26.166264	22.33702	0.0	11.716659	5.642475	7.9463906	9.032065	8.700483	14.1061125	6.6478724	16.387278	9.109846	1.571587	0.83323604	1.9160279
24.140348	27.025835	27.779308	23.847464	16.117472	16.007774	1.508298	22.837248	13.060943	9.177504	5.4218507	22.130632	23.200647	23.1639	22.748425	0.0	23.407204	16.362854	2.279419	18.787928	14.072074	20.677273	6.7256465	5.1477847	7.5078645	0.0	20.949526	5.5023065	13.150836	19.548262	16.193592	0.0	10.76507	13.108862	3.9684434	5.904454	26.980522	21.718285	18.516348	0.0	0.6555062	26.219429	0.0	7.514546	2.0373342	1.8794341	1.4004647	10.53655	0.0	27.647583	1.9262956	22.082579	27.966457	25.262793	27.014496	25.618456	23.96277	23.760967	26.096823	26.184631	22.32731	0.0	11.761018	5.6300364	7.908349	9.021299	8.628346	14.173776	6.655419	16.319153	9.093905	1.582541	0.8322715	1.8939496
24.366287	27.026918	27.892008	24.249075	16.476042	15.735009	1.498308	22.689339	13.0079775	9.127442	5.198369	22.148712	23.27716	23.340998	22.772455	0.0	23.521524	16.25594	2.2217493	18.795244	14.179482	20.12304	6.667509	5.1668873	7.5290895	0.0	20.899765	5.613575	12.97508	19.566628	16.284208	0.0	10.660773	13.093896	3.9693959	6.051526	27.192732	21.825802	18.526293	0.0	0.66529983	26.526022	0.0	7.5490365	2.2022426	1.8650262	1.3984318	10.441025	0.0	27.47477	1.8551908	22.183077	28.009514	25.251415	27.145863	25.7493	24.0407	23.380564	26.278608	26.253036	22.402615	0.0	11.719663	5.628465	7.9423895	8.965958	8.684063	14.002129	6.6182137	16.315496	9.036525	1.5908121	0.8288072	1.7534229
24.200933	26.840633	27.685032	24.018728	16.041918	15.946266	1.4889238	22.73208	12.917179	9.225263	5.354829	21.984076	23.059542	23.267763	22.80887	0.0	23.301548	16.210663	2.2339823	19.057112	13.974498	20.326372	6.641248	5.1688375	7.5581346	0.0	20.880583	5.490186	13.030619	19.707197	16.307842	0.0	10.720028	13.071971	3.9561682	6.1552367	27.08954	21.826866	18.479166	0.0	0.65598154	26.097254	0.0	7.5501976	1.8418465	1.8102347	1.4147031	10.438655	0.0	27.571487	1.909142	22.144716	27.965927	25.20474	27.018545	25.723545	24.094759	23.24057	26.05301	26.24138	22.324596	0.0	11.627976	5.645802	7.841646	9.089453	8.615869	14.019118	6.5680623	16.24444	9.131965	1.6225362	0.8312993	1.7557335
24.341534	26.675512	27.919085	24.032125	16.179699	16.166933	1.5139595	22.745878	13.006342	9.155923	5.321602	22.235554	23.079004	23.242895	22.812521	0.0	23.410881	16.179777	2.2382684	19.037989	13.984629	20.422598	6.6913195	5.1506133	7.5040226	0.0	20.88642	5.2841525	13.002952	19.534742	16.205633	0.0	11.006636	13.167641	3.9137578	6.121992	26.838776	21.794577	18.505758	0.0	0.6564158	25.910198	0.0	7.572083	2.0461595	1.8985561	1.3992985	10.483055	0.0	27.316708	1.911468	22.137665	28.005896	25.108221	26.891945	25.688354	23.920364	23.453138	25.9954	26.260412	22.552605	0.0	11.658881	5.6075077	7.945899	9.042643	8.640266	13.931634	6.5685945	16.388298	9.13597	1.61221	0.8322656	1.7184497
24.308176	27.18517	28.060085	24.129383	16.235052	16.052563	1.5002826	22.734003	12.902506	9.153914	5.381508	21.896029	23.177702	23.284245	22.782743	0.0	23.518642	16.166403	2.0775845	18.970634	13.8841915	20.212875	6.7117095	5.0996284	7.619212	0.0	20.914303	5.5172806	12.9802685	19.700949	16.24352	0.0	11.138263	13.159976	3.8895123	6.0453377	26.644648	21.79309	18.545776	0.0	0.66180474	26.179836	0.0	7.549625	2.04342	1.8423252	1.4118891	10.39969	0.0	27.263912	1.8410602	22.212002	27.98963	25.12182	26.993105	25.699871	24.166508	23.347874	25.819536	26.190603	22.521973	0.0	11.652801	5.6294494	7.9406457	9.104465	8.619903	13.879538	6.5888762	16.17428	8.896874	1.5425494	0.83930534	1.5989461
24.462656	27.142675	28.175817	24.138632	16.472517	16.031221	1.4862262	22.837532	13.016725	9.326844	5.135749	22.01466	23.06094	23.378614	22.88726	0.0	23.678507	16.307222	2.1385064	18.985542	14.087508	20.331491	6.7715826	5.141707	7.5590844	0.0	20.915298	5.394699	13.137828	19.714695	16.210924	0.0	11.091841	13.196523	3.9422858	6.0408626	27.159979	21.806488	18.52187	0.0	0.66793597	26.052647	0.0	7.58696	2.0153308	1.7465365	1.4188178	10.450554	0.0	27.591593	1.9433482	22.180887	28.025341	25.212715	26.956429	25.701994	24.139555	23.393343	26.144691	26.335001	22.514387	0.0	11.675668	5.625152	8.016441	9.08074	8.687642	13.890599	6.6541843	16.22635	9.085781	1.5394422	0.8327042	1.8651189
24.199968	27.131868	27.926561	24.336084	16.092072	16.037262	1.4954206	22.887737	12.970304	9.216426	5.3327665	22.022121	23.153011	23.130508	22.843454	0.0	23.66385	16.255434	2.1601455	18.935528	14.218399	19.989336	6.6810226	5.1522336	7.496363	0.0	20.923424	5.465425	13.03892	19.818296	16.346197	0.0	11.070628	13.191472	3.9636748	6.070745	27.158127	21.849783	18.551346	0.0	0.66279286	26.134068	0.0	7.589131	1.9846169	1.7852243	1.4215895	10.498078	0.0	27.281502	1.85008	22.194334	28.065922	25.375706	27.057356	25.672	24.142181	23.423964	26.119762	26.352692	22.501415	0.0	11.685478	5.5970397	7.907363	9.018281	8.68185	13.9910755	6.6948256	16.451017	9.084035	1.6021304	0.83723193	1.7850727
